pacc,rt,accumulator
12,0.48960000000000004,1
11,0.562,1
10,0.3065,2
9,0.2836,1
8,0.26239999999999997,1
7,0.2081,2
6,0.26089999999999997,2
5,0.2037,2
4,0.24259999999999998,1
5,0.2271,1
6,0.2265,1
7,0.3251,1
9,0.36560000000000004,2
10,0.4067,2
11,0.42360000000000003,1
12,0.4649,2
13,0.36889999999999995,1
14,0.5851000000000001,1
15,0.35910000000000003,1
16,0.44,1
17,0.4123,1
16,0.3861,1
15,0.48519999999999996,2
14,0.4652,2
13,0.5041,1
12,0.5042,1
11,0.49510000000000004,1
10,0.2256,2
9,0.218,2
8,0.26230000000000003,2
7,0.26330000000000003,2
6,0.2955,1
5,0.2347,1
4,0.2301,2
3,0.2225,2
2,0.3872,1
1,0.2636,1
0,0.2434,2
