pacc,rt,accumulator
4,0.22519999999999998,2
3,0.1825,2
4,0.43960000000000005,1
5,0.17930000000000001,2
6,0.1958,1
7,0.358,2
8,0.3456,2
9,0.3979,1
10,0.4776,1
11,0.35960000000000003,1
12,0.48810000000000003,2
13,0.42969999999999997,1
14,0.4697,1
15,0.5432,1
16,0.5845,2
17,0.43960000000000005,1
18,0.4696,2
19,0.4692,1
20,0.5756,1
21,0.4792,1
22,0.48119999999999996,1
23,0.528,1
22,0.7068,2
21,0.3619,2
20,0.4091,2
19,0.5401,2
18,0.4372,2
17,0.4568,1
16,0.4679,1
15,0.6039,1
14,0.4729,1
13,0.7758999999999999,1
12,0.42510000000000003,1
11,0.4604,1
10,0.37760000000000005,2
9,0.197,1
8,0.1846,1
7,0.1754,2
6,0.2196,2
5,0.2085,1
6,0.2078,1
7,0.1891,2
8,0.4161,1
9,0.4581,1
10,0.3886,1
11,0.43539999999999995,1
12,0.4373,1
11,0.4167,1
10,0.413,2
9,0.39039999999999997,1
8,0.2071,2
7,0.2083,2
6,0.1755,2
5,0.18230000000000002,2
4,0.19669999999999999,1
5,0.4127,1
6,0.1904,1
7,0.2319,1
8,0.2248,2
9,0.5337999999999999,1
10,0.3866,1
11,0.4071,1
12,0.4012,1
13,0.3788,1
12,0.2816,1
11,0.4327,1
10,0.3378,1
9,0.3371,1
8,0.4572,1
7,0.22640000000000002,1
6,0.241,1
5,0.21059999999999998,2
4,0.2442,2
3,0.3533,2
2,0.1777,2
1,0.213,2
0,0.1869,2
0,0.1727,2
0,0.18519999999999998,2
1,0.1965,1
2,0.1662,2
3,0.16,1
4,0.22740000000000002,1
5,0.1739,1
6,0.1739,1
7,0.19,2
8,0.1744,1
9,0.1997,2
10,0.4798,1
11,0.4258,1
12,0.3512,2
13,0.3922,1
14,0.5103,1
15,0.4415,2
16,0.4303,2
17,0.8724,1
18,0.4769,2
19,0.4737,1
20,0.8727999999999999,1
21,0.5112,1
22,0.7016,1
23,0.4172,1
22,0.5001,1
21,0.4129,1
20,0.5074,1
19,0.399,1
18,0.4672,1
17,0.37360000000000004,1
16,0.42810000000000004,2
15,0.5899,2
14,0.4308,1
13,0.6306,1
12,0.5639,1
11,0.2695,1
10,0.3965,2
9,0.4487,1
8,0.4102,2
7,0.31160000000000004,1
6,0.2519,2
5,0.17809999999999998,1
4,0.1936,2
3,0.18469999999999998,1
2,0.2049,1
3,0.18380000000000002,2
4,0.1679,1
5,0.1677,2
6,0.18409999999999999,2
7,0.164,2
8,0.38230000000000003,1
9,0.4055,1
10,0.3487,1
11,0.36110000000000003,1
12,0.4606,1
11,0.4358,1
10,0.437,1
9,0.38089999999999996,1
8,0.37860000000000005,2
7,0.2724,1
6,0.1951,1
5,0.22290000000000001,1
4,0.2026,1
3,0.3765,1
2,0.1646,2
1,0.1679,1
0,0.182,2
0,0.18230000000000002,1
0,0.21430000000000002,2
1,0.1668,1
2,0.2464,2
3,0.2289,1
4,0.2164,1
5,0.3976,2
6,0.1824,1
7,0.2245,2
8,0.33080000000000004,2
9,0.43760000000000004,1
10,0.42960000000000004,1
11,0.4259,1
12,0.4676,1
13,0.49639999999999995,1
12,0.42910000000000004,1
11,0.4077,1
10,0.48610000000000003,1
9,0.6491,1
8,0.209,2
7,0.24330000000000002,1
6,0.1972,1
5,0.18980000000000002,2
4,0.2001,1
5,0.1845,1
6,0.185,1
7,0.2,1
8,0.2529,2
9,0.5448,1
10,0.4149,2
11,0.4599,2
12,0.4888,1
13,0.4024,1
14,0.4605,1
15,0.421,1
16,0.3583,1
15,0.7106,1
14,0.6384,1
13,0.5286000000000001,1
12,0.5046,1
11,0.5926,2
10,0.5534,1
9,0.3018,1
8,0.2874,1
7,0.1918,2
6,0.1851,2
5,0.18619999999999998,2
4,0.1678,2
3,0.1956,1
4,0.2038,1
5,0.19319999999999998,1
6,0.2089,2
7,0.1869,2
8,0.4213,1
9,0.208,2
10,0.4776,1
11,0.4288,1
12,0.4466,2
13,0.3955,1
14,0.4672,1
15,0.3715,1
16,0.2843,2
17,0.5241,1
18,0.4811,2
19,0.5005,1
20,0.448,1
21,0.4105,1
22,0.49489999999999995,1
23,0.5522,1
21,0.49319999999999997,1
20,0.7425,1
19,0.5434,1
18,0.7031000000000001,1
17,0.43,1
16,0.5367000000000001,1
15,0.36269999999999997,1
14,0.37039999999999995,1
13,0.31060000000000004,2
12,0.4675,1
11,0.4417,2
10,0.4427,1
9,0.4744,1
8,0.1556,1
7,0.2302,2
6,0.1474,2
5,0.2255,1
4,0.1971,2
5,0.2321,2
6,0.1795,1
7,0.2058,2
8,0.22719999999999999,1
9,0.2494,2
10,0.49510000000000004,1
11,0.4073,1
12,0.49369999999999997,1
13,0.528,1
14,0.6463,2
15,0.5123,1
16,0.4809,2
17,0.6017,1
18,0.5742999999999999,2
19,0.6405,1
20,0.5734,1
21,0.4633,1
22,0.4823,1
23,0.4815,1
22,0.5413,1
