pacc,rt,accumulator
23,0.7922,1
24,0.5337999999999999,1
23,0.677,1
22,0.7854,1
21,0.8036,1
20,0.644,1
19,0.5949,1
18,0.5895,1
17,0.5318999999999999,1
16,0.5474,1
15,0.4914,1
14,0.5143,1
13,0.5656,1
12,0.5071,1
11,0.29719999999999996,2
10,0.7376,1
9,0.3271,2
8,0.29410000000000003,2
7,0.2925,2
6,0.7397,1
5,0.22519999999999998,2
4,0.2317,2
3,0.2307,2
2,0.35719999999999996,1
1,0.2056,1
0,0.2171,2
0,0.29569999999999996,2
0,0.2403,2
0,0.2117,1
1,0.2175,2
2,0.22130000000000002,2
3,0.2132,1
4,0.2717,1
5,0.2159,2
6,0.2351,1
7,0.279,1
8,0.241,1
9,0.2381,1
10,0.2754,1
11,0.2352,1
12,0.8871,1
13,0.44010000000000005,1
14,0.37810000000000005,1
15,0.474,1
16,0.615,1
17,0.5008,1
16,0.7122999999999999,1
15,0.3589,1
14,0.5189,1
13,0.5385,1
12,0.43,2
11,0.2462,1
10,0.2575,2
9,0.24580000000000002,1
8,0.2861,2
7,0.2552,2
6,0.21630000000000002,1
5,0.2462,1
4,0.322,2
3,0.2236,1
2,0.24880000000000002,1
1,0.26839999999999997,2
0,0.2327,1
0,0.2713,2
1,0.266,2
2,0.2094,1
3,0.2831,1
4,0.3155,1
5,0.2517,2
6,0.3285,1
7,0.4077,1
8,0.2591,1
9,0.2738,1
10,0.3525,2
11,0.3393,2
12,0.484,1
13,0.43010000000000004,1
14,0.2702,2
15,0.43710000000000004,1
16,0.43060000000000004,2
17,0.6247999999999999,1
18,0.534,1
19,0.4613,1
20,0.603,1
21,0.4739,1
22,0.6043999999999999,1
21,0.49710000000000004,1
20,0.7853,1
19,0.4628,1
18,0.3733,1
17,0.6322000000000001,1
16,0.5111,1
15,0.7323,1
14,0.5975,1
13,0.6058,1
12,0.7677999999999999,1
11,0.21509999999999999,2
10,0.2535,1
9,0.24380000000000002,1
8,0.2844,1
7,0.2073,2
8,0.2778,1
9,0.2865,1
10,0.2745,1
11,0.4569,1
12,0.6842,1
13,0.4447,1
14,0.6265,1
15,0.6427,1
16,0.5428,1
15,0.503,1
14,0.6216,1
13,0.5415,1
12,0.6459,1
11,0.6411,1
10,0.5378999999999999,1
9,0.5877,1
8,0.35819999999999996,1
7,0.24609999999999999,1
6,0.4531,2
5,0.2322,1
4,0.24530000000000002,2
3,0.2354,2
2,0.3835,2
1,0.2353,1
19,0.38539999999999996,2
18,0.43239999999999995,1
17,0.4058,1
16,0.5628,1
15,0.6162000000000001,1
14,0.5422,1
13,0.4795,1
12,0.4923,1
11,0.6241,1
10,0.37160000000000004,2
9,0.6183,2
8,0.22190000000000001,2
7,0.2105,2
6,0.2343,1
5,0.24930000000000002,1
4,0.5398999999999999,1
3,0.2152,1
2,0.32539999999999997,1
1,0.2401,2
0,0.36869999999999997,2
0,0.18919999999999998,2
0,0.2303,1
0,0.25789999999999996,2
0,0.2415,2
0,0.3948,2
0,0.1918,1
0,0.19240000000000002,1
0,0.2048,2
0,0.2201,2
0,0.2134,2
1,0.38839999999999997,2
2,0.18430000000000002,1
3,0.2033,2
4,0.1623,2
5,0.24330000000000002,2
6,0.19669999999999999,2
7,0.2549,1
8,0.2447,1
9,0.19469999999999998,2
10,0.2031,2
11,0.2778,1
12,0.31539999999999996,1
13,0.2886,2
14,0.5056,1
15,0.38630000000000003,1
16,0.398,1
17,0.44980000000000003,1
18,0.39230000000000004,1
19,0.6978,1
18,0.5245,1
17,0.5037,1
16,0.4793,1
15,0.4807,1
14,0.38539999999999996,1
13,0.515,1
12,0.5436,1
11,0.5037,1
10,0.6842,2
9,0.2897,1
8,0.2685,2
7,0.2205,1
6,0.2905,2
5,0.2728,2
4,0.248,1
3,0.21819999999999998,2
2,0.24459999999999998,1
1,0.22590000000000002,2
2,0.21430000000000002,1
3,0.2867,2
4,0.2541,2
5,0.2358,1
6,0.24459999999999998,2
7,0.2412,2
8,0.22030000000000002,2
9,0.4074,1
10,0.219,1
11,0.4387,2
12,0.2109,2
13,0.5046,1
14,0.5752999999999999,1
15,0.5902000000000001,1
16,0.3426,1
17,0.41960000000000003,1
18,0.5406,1
17,0.4782,1
16,0.4605,1
15,0.451,1
